STNID;YEAR;VALUE1;VALUE2;VALUE3;VALUE4;VALUE5;VALUE6;VALUE7;VALUE8;VALUE9;VALUE10;VALUE11;VALUE12;_ID;_LATITUDE;_LONGITUDE;_ELEVATION;_STATE
USC00047965;1981;505;556;559;687;896;1314;1007;1085;1055;721;775;535;USC00047965;38.4381;-122.6978;53;CA
USW00053120;1999;45;127;188;393;775;883;1265;1213;1157;781;310;85;USW00053120;33.0375;-116.9158;424.6;CA
USC00047965;1982;141;467;473;646;812;952;1060;1071;1075;872;478;267;USC00047965;38.4381;-122.6978;53;CA
USW00053120;2000;229;483;360;604;893;1143;1206;1535;1204;945;104;143;USW00053120;33.0375;-116.9158;424.6;CA
USC00047965;1983;403;740;725;612;818;1086;1182;1265;1328;1061;645;658;USC00047965;38.4381;-122.6978;53;CA
USW00053120;2001;83;227;635;490;1007;1056;1232;1367;1181;911;471;19;USW00053120;33.0375;-116.9158;424.6;CA
USC00047965;1984;372;384;684;725;928;890;1104;1142;1111;844;567;295;USC00047965;38.4381;-122.6978;53;CA
USW00053120;2002;2;37;199;580;774;1044;1365;1245;1320;841;633;120;USW00053120;33.0375;-116.9158;424.6;CA
USC00047965;1985;156;428;478;825;765;1146;1132;1074;1045;881;412;145;USC00047965;38.4381;-122.6978;53;CA
USW00053120;2003;317;434;436;391;801;1190;1449;1511;1220;1038;420;35;USW00053120;33.0375;-116.9158;424.6;CA
USC00047965;1986;604;700;722;654;828;1101;1068;1010;1039;872;497;283;USC00047965;38.4381;-122.6978;53;CA
USW00053120;2004;23;147;538;628;917;1087;1375;1324;1218;904;302;234;USW00053120;33.0375;-116.9158;424.6;CA
USC00047965;1987;286;465;538;705;942;986;1021;1071;989;994;576;579;USC00047965;38.4381;-122.6978;53;CA
USW00053120;2005;375;554;578;445;877;1086;1394;1422;932;803;452;154;USW00053120;33.0375;-116.9158;424.6;CA
USC00047965;1988;369;425;594;735;809;1080;1187;1137;938;911;677;300;USC00047965;38.4381;-122.6978;53;CA
USW00053120;2006;72;118;226;556;950;1270;1273;1335;1103;716;483;-5;USW00053120;33.0375;-116.9158;424.6;CA
USC00047965;1989;149;208;693;807;818;1064;1035;1064;1013;813;449;86;USC00047965;38.4381;-122.6978;53;CA
USW00053120;2007;-163;270;398;566;874;907;1336;1551;1101;770;589;85;USW00053120;33.0375;-116.9158;424.6;CA
USC00047965;1990;310;225;536;859;880;1068;1101;1217;1119;832;398;-83;USC00047965;38.4381;-122.6978;53;CA
USW00053120;2008;249;264;288;549;900;1132;1428;1479;1293;862;677;192;USW00053120;33.0375;-116.9158;424.6;CA
USC00047965;1991;254;540;459;587;744;896;1077;1111;1022;912;599;285;USC00047965;38.4381;-122.6978;53;CA
USW00053120;2009;345;216;192;500;975;1152;1379;1324;1321;744;349;209;USW00053120;33.0375;-116.9158;424.6;CA
USC00047965;1992;151;660;716;830;1011;1069;1173;1090;1059;1019;555;287;USC00047965;38.4381;-122.6978;53;CA
USW00053120;2010;248;373;351;438;678;971;1360;1261;1074;1075;189;279;USW00053120;33.0375;-116.9158;424.6;CA
USC00047965;1993;226;402;765;731;1039;1194;1162;1220;945;957;388;198;USC00047965;38.4381;-122.6978;53;CA
USW00053121;1981;628;647;824;983;1161;1605;1598;1573;771;931;727;562;USW00053121;33.2194;-117.3494;8.5;CA
USC00047965;1994;284;325;603;645;873;977;980;1057;1042;805;254;212;USC00047965;38.4381;-122.6978;53;CA
USW00053121;1982;393;770;748;864;1208;1321;1528;1600;1448;1072;755;470;USW00053121;33.2194;-117.3494;8.5;CA
USC00047965;1995;750;690;615;674;860;1066;1236;1094;1103;893;705;639;USC00047965;38.4381;-122.6978;53;CA
USW00053121;1983;518;483;857;802;1134;1462;1502;1724;1721;1260;747;631;USW00053121;33.2194;-117.3494;8.5;CA
USC00047965;1996;431;669;618;751;942;1042;1046;1077;979;899;655;596;USC00047965;38.4381;-122.6978;53;CA
USW00053121;1984;439;252;793;875;1233;1569;1775;1771;1503;869;540;519;USW00053121;33.2194;-117.3494;8.5;CA
USC00047965;1997;481;469;584;781;1006;1106;1139;1218;1171;901;808;419;USC00047965;38.4381;-122.6978;53;CA
USW00053121;1985;437;277;582;991;1132;1348;1703;1570;1380;954;585;447;USW00053121;33.2194;-117.3494;8.5;CA
USC00047965;1998;653;583;619;622;835;1114;1128;1136;1157;798;624;154;USC00047965;38.4381;-122.6978;53;CA
USW00053121;1986;633;881;930;978;1185;1425;1553;1655;1143;896;736;460;USW00053121;33.2194;-117.3494;8.5;CA
USC00047965;1999;229;385;424;653;784;950;1091;1178;1058;845;728;223;USC00047965;38.4381;-122.6978;53;CA
USW00053121;1987;332;600;618;1063;1283;1386;1391;1524;1798;1451;672;367;USW00053121;33.2194;-117.3494;8.5;CA
USC00047965;2000;543;673;608;782;928;1082;1025;1133;1123;857;389;315;USC00047965;38.4381;-122.6978;53;CA
USW00053121;1988;338;762;784;1014;1146;1323;1625;1650;1723;1233;646;403;USW00053121;33.2194;-117.3494;8.5;CA
USC00047965;2001;156;432;576;495;1055;1120;1066;1105;1004;970;675;562;USC00047965;38.4381;-122.6978;53;CA
USW00053121;1989;302;444;854;1244;1208;1479;1603;1577;1491;1071;680;382;USW00053121;33.2194;-117.3494;8.5;CA
USC00047965;2002;238;415;475;713;750;1080;1129;1091;993;811;626;501;USC00047965;38.4381;-122.6978;53;CA
USW00053121;1990;357;389;780;1149;1189;1523;1693;1687;1264;1183;649;166;USW00053121;33.2194;-117.3494;8.5;CA
USC00047965;2003;719;391;570;531;854;1128;1131;1242;1153;821;483;534;USC00047965;38.4381;-122.6978;53;CA
USW00053121;1991;394;985;601;988;1052;1314;1551;1659;1643;1458;681;538;USW00053121;33.2194;-117.3494;8.5;CA
USC00047965;2004;439;482;693;721;921;1105;1217;1265;1087;877;526;446;USC00047965;38.4381;-122.6978;53;CA
USW00053121;1992;457;967;922;1217;1431;1382;1677;1863;2006;1397;472;363;USW00053121;33.2194;-117.3494;8.5;CA
USC00047965;2005;362;650;724;599;954;1079;1206;1088;959;828;532;544;USC00047965;38.4381;-122.6978;53;CA
USW00053121;1993;514;873;997;1063;1293;1585;1528;1660;1619;1305;510;390;USW00053121;33.2194;-117.3494;8.5;CA
USC00047965;2006;461;368;452;780;899;1169;1242;1106;1026;800;646;305;USC00047965;38.4381;-122.6978;53;CA
USW00053121;1994;403;390;926;1070;1174;1567;1632;1844;1547;1028;333;445;USW00053121;33.2194;-117.3494;8.5;CA
USC00047965;2007;56;502;549;623;858;1058;1188;1195;1060;792;467;251;USC00047965;38.4381;-122.6978;53;CA
USW00053121;1995;577;1058;886;936;1170;1418;1572;1670;1572;1143;736;599;USW00053121;33.2194;-117.3494;8.5;CA
USC00047965;2008;342;374;466;516;916;1068;1157;1115;920;789;799;297;USC00047965;38.4381;-122.6978;53;CA
USW00053121;1996;403;1006;809;1039;1234;1420;1760;1703;1551;1040;761;518;USW00053121;33.2194;-117.3494;8.5;CA
USC00047965;2009;333;509;649;686;1067;1172;1034;1161;1122;872;350;339;USC00047965;38.4381;-122.6978;53;CA
USW00053121;1997;575;341;864;1035;1381;1618;1555;1697;1786;1042;672;436;USW00053121;33.2194;-117.3494;8.5;CA
USC00047965;2010;555;598;469;523;696;1077;1042;1050;1029;927;499;541;USC00047965;38.4381;-122.6978;53;CA
USW00053121;1998;532;629;781;805;981;1481;1658;1780;1721;898;637;400;USW00053121;33.2194;-117.3494;8.5;CA
USC00048045;1981;765;637;698;807;997;1197;1181;1294;1203;902;934;826;USC00048045;40.4831;-124.1036;41.5;CA
USW00053121;1999;403;344;605;711;1092;1342;1630;1450;1393;916;598;133;USW00053121;33.2194;-117.3494;8.5;CA
USC00048045;1982;320;529;549;648;877;1135;1245;1280;1160;940;657;570;USC00048045;40.4831;-124.1036;41.5;CA
USW00053121;2000;486;761;697;910;1242;1413;1525;1723;1409;1206;391;331;USW00053121;33.2194;-117.3494;8.5;CA
USC00048045;1983;608;806;832;657;952;1212;1322;1389;1248;1070;772;735;USC00048045;40.4831;-124.1036;41.5;CA
USW00053121;2001;275;453;894;804;1369;1416;1581;1702;1551;1281;868;370;USW00053121;33.2194;-117.3494;8.5;CA
USC00048045;1984;531;564;747;668;916;1077;1181;1334;1072;955;776;401;USC00048045;40.4831;-124.1036;41.5;CA
USW00053121;2002;332;341;538;924;1108;1415;1632;1552;1414;1064;757;521;USW00053121;33.2194;-117.3494;8.5;CA
USC00048045;1985;465;553;477;835;858;1084;1239;1221;1111;855;461;475;USC00048045;40.4831;-124.1036;41.5;CA
USW00053121;2003;657;788;818;873;1203;1546;1688;1655;1642;1328;717;353;USW00053121;33.2194;-117.3494;8.5;CA
USC00048045;1986;910;870;826;794;947;1268;1198;1204;1060;1005;802;680;USC00048045;40.4831;-124.1036;41.5;CA
USW00053121;2004;495;521;1065;1058;1295;1543;1653;1572;1517;1260;676;482;USW00053121;33.2194;-117.3494;8.5;CA
USC00048045;1987;529;608;659;792;1048;1161;1224;1158;1063;1065;765;529;USC00048045;40.4831;-124.1036;41.5;CA
USW00053121;2005;770;886;1013;868;1261;1444;1702;1681;1280;1139;747;536;USW00053121;33.2194;-117.3494;8.5;CA
USC00048045;1988;591;487;494;750;885;1137;1171;1146;910;1047;811;366;USC00048045;40.4831;-124.1036;41.5;CA
USW00053121;2006;425;502;603;867;1284;1584;1828;1617;1407;963;734;299;USW00053121;33.2194;-117.3494;8.5;CA
USC00048045;1989;376;291;720;834;983;1130;1235;1243;1037;826;653;452;USC00048045;40.4831;-124.1036;41.5;CA
USW00053121;2007;258;691;912;1139;1366;1365;1660;1748;1300;964;919;357;USW00053121;33.2194;-117.3494;8.5;CA
USC00048045;1990;491;328;630;853;829;1149;1290;1341;1332;832;573;145;USC00048045;40.4831;-124.1036;41.5;CA
USW00053121;2008;517;516;632;808;1166;1403;1729;1801;1590;932;795;525;USW00053121;33.2194;-117.3494;8.5;CA
USC00048045;1991;463;849;558;734;881;943;1177;1338;1119;945;736;484;USC00048045;40.4831;-124.1036;41.5;CA
USW00053121;2009;479;476;606;813;1330;1448;1593;1573;1526;917;522;475;USW00053121;33.2194;-117.3494;8.5;CA
USC00048045;1992;597;761;917;962;1091;1211;1396;1272;1060;1014;725;433;USC00048045;40.4831;-124.1036;41.5;CA
USW00053121;2010;518;667;606;795;1011;1441;1640;1561;1368;1353;578;614;USW00053121;33.2194;-117.3494;8.5;CA
USC00048045;1993;440;550;899;843;1098;1141;1178;1254;1024;1033;451;514;USC00048045;40.4831;-124.1036;41.5;CA
USC00048045;1994;612;475;621;836;1027;1111;1148;1335;1203;804;362;473;USC00048045;40.4831;-124.1036;41.5;CA
USC00048045;1995;859;851;694;719;979;1125;1361;1189;1281;820;886;849;USC00048045;40.4831;-124.1036;41.5;CA
USC00048045;1996;710;852;640;776;910;1069;1158;1201;1009;915;715;698;USC00048045;40.4831;-124.1036;41.5;CA
USC00048045;1997;627;532;572;807;1097;1239;1299;1323;1318;1006;907;412;USC00048045;40.4831;-124.1036;41.5;CA
USC00048045;1998;878;707;702;733;916;1158;1311;1295;1102;847;756;355;USC00048045;40.4831;-124.1036;41.5;CA
USC00048045;1999;520;522;557;657;903;1037;1147;1281;1073;797;881;486;USC00048045;40.4831;-124.1036;41.5;CA
USC00048045;2000;618;752;577;816;971;1133;1242;1244;1136;932;650;576;USC00048045;40.4831;-124.1036;41.5;CA
USC00048045;2001;488;477;733;643;865;1057;1155;1260;1052;937;902;757;USC00048045;40.4831;-124.1036;41.5;CA
USC00048045;2002;543;717;496;797;842;1048;1216;1108;1055;761;749;779;USC00048045;40.4831;-124.1036;41.5;CA
USC00048045;2003;1026;562;800;708;916;1101;1235;1297;1158;987;713;741;USC00048045;40.4831;-124.1036;41.5;CA
USC00048045;2004;736;679;773;816;1046;1190;1306;1387;1096;950;638;585;USC00048045;40.4831;-124.1036;41.5;CA
USC00048045;2005;541;648;724;769;1061;1160;1276;1167;1016;918;679;723;USC00048045;40.4831;-124.1036;41.5;CA
USC00048045;2006;646;550;499;752;904;1164;1225;1122;1005;805;795;560;USC00048045;40.4831;-124.1036;41.5;CA
USC00048045;2007;232;620;717;706;822;1059;1344;1267;1064;863;641;382;USC00048045;40.4831;-124.1036;41.5;CA
USC00048045;2008;377;452;461;507;895;908;1099;1260;1069;896;900;406;USC00048045;40.4831;-124.1036;41.5;CA
USC00048045;2009;445;504;520;655;948;1171;1157;1229;1172;911;607;411;USC00048045;40.4831;-124.1036;41.5;CA
USC00048045;2010;819;796;580;637;775;1136;1042;1120;1148;982;643;715;USC00048045;40.4831;-124.1036;41.5;CA
USC00048135;1981;445;544;616;983;1323;1839;2064;1954;1730;1023;807;548;USC00048135;40.7142;-122.4161;327.7;CA
USC00048135;1982;133;479;460;695;1340;1531;1885;1914;1503;1155;517;412;USC00048135;40.7142;-122.4161;327.7;CA
USC00048135;1983;404;538;601;649;1311;1615;1734;1924;1714;1339;680;470;USC00048135;40.7142;-122.4161;327.7;CA
USC00048135;1984;533;568;769;780;1381;1694;2198;1927;1722;988;579;341;USC00048135;40.7142;-122.4161;327.7;CA
USC00048135;1985;346;495;381;1009;1136;1838;2063;1752;1397;1121;538;375;USC00048135;40.7142;-122.4161;327.7;CA
USC00048135;1986;649;700;803;876;1268;1785;1908;1980;1351;1206;855;478;USC00048135;40.7142;-122.4161;327.7;CA
USC00048135;1987;300;492;547;1043;1426;1756;1746;1977;1684;1462;735;369;USC00048135;40.7142;-122.4161;327.7;CA
USC00048135;1988;453;671;711;921;1020;1647;2131;1924;1738;1434;613;434;USC00048135;40.7142;-122.4161;327.7;CA
USC00048135;1989;313;259;564;1043;1180;1700;1882;1746;1531;1115;872;452;USC00048135;40.7142;-122.4161;327.7;CA
USC00048135;1990;458;248;658;1123;1150;1526;2026;1883;1659;1236;681;117;USC00048135;40.7142;-122.4161;327.7;CA
USC00048135;1991;449;717;394;720;1000;1515;2095;1700;1846;1469;837;454;USC00048135;40.7142;-122.4161;327.7;CA
USC00048135;1992;289;774;742;1028;1640;1671;1863;1953;1647;1318;797;320;USC00048135;40.7142;-122.4161;327.7;CA
USC00048135;1993;342;439;829;815;1208;1516;1884;1833;1659;1305;764;429;USC00048135;40.7142;-122.4161;327.7;CA
USC00048135;1994;633;401;754;904;1274;1585;2089;1865;1658;1122;413;297;USC00048135;40.7142;-122.4161;327.7;CA
USC00048135;1995;699;737;619;760;1197;1479;1910;1912;1776;1293;1032;659;USC00048135;40.7142;-122.4161;327.7;CA
USC00048135;1996;454;707;734;859;1213;1735;2149;2018;1604;1141;848;585;USC00048135;40.7142;-122.4161;327.7;CA
USC00048135;1997;613;691;799;922;1428;1619;1963;1848;1587;1114;894;498;USC00048135;40.7142;-122.4161;327.7;CA
USC00048135;1998;564;459;637;758;847;1474;2037;1993;1782;1154;676;337;USC00048135;40.7142;-122.4161;327.7;CA
USC00048135;1999;458;388;435;800;1200;1628;1791;1769;1783;1260;898;562;USC00048135;40.7142;-122.4161;327.7;CA
USC00048135;2000;537;615;686;1033;1269;1887;1870;1988;1573;1193;600;636;USC00048135;40.7142;-122.4161;327.7;CA
USC00048135;2001;455;362;831;734;1583;1695;1952;1888;1751;1404;831;499;USC00048135;40.7142;-122.4161;327.7;CA
USC00048135;2002;439;627;543;996;1242;1760;2093;1967;1726;1243;883;514;USC00048135;40.7142;-122.4161;327.7;CA
USC00048135;2003;708;585;705;601;1242;1844;2166;1907;1855;1481;655;483;USC00048135;40.7142;-122.4161;327.7;CA
USC00048135;2004;349;504;920;1017;1244;1792;2082;1941;1653;1148;801;623;USC00048135;40.7142;-122.4161;327.7;CA
USC00048135;2005;484;761;769;766;1213;1437;2191;2058;1564;1161;832;593;USC00048135;40.7142;-122.4161;327.7;CA
USC00048135;2006;516;629;350;823;1445;1869;2212;1959;1676;1213;734;489;USC00048135;40.7142;-122.4161;327.7;CA
USC00048135;2007;435;523;799;886;1365;1737;2011;1936;1570;1016;976;378;USC00048135;40.7142;-122.4161;327.7;CA
USC00048135;2008;295;428;554;679;1344;1747;1934;1976;1725;1206;895;286;USC00048135;40.7142;-122.4161;327.7;CA
USC00048135;2009;623;405;534;876;1425;1689;1924;1916;1794;1053;726;344;USC00048135;40.7142;-122.4161;327.7;CA
USC00048135;2010;547;592;565;645;905;1642;2086;1884;1612;1254;652;582;USC00048135;40.7142;-122.4161;327.7;CA
USC00048163;1981;769;791;712;722;829;1191;986;1045;1134;969;947;854;USC00048163;40.0331;-124.0728;75;CA
USC00048163;1982;544;707;636;693;744;875;1025;1072;1151;1088;847;768;USC00048163;40.0331;-124.0728;75;CA
USC00048163;1983;859;858;806;774;871;1090;1310;1346;1416;1195;948;848;USC00048163;40.0331;-124.0728;75;CA
USC00048163;1984;844;715;878;730;956;1062;1247;1285;1390;1061;904;709;USC00048163;40.0331;-124.0728;75;CA
USC00048163;1985;700;722;568;885;884;1118;1103;1165;1077;1030;637;602;USC00048163;40.0331;-124.0728;75;CA
USC00048163;1986;896;858;860;729;873;1095;1104;1047;1063;993;892;807;USC00048163;40.0331;-124.0728;75;CA
USC00048163;1987;704;792;664;781;1016;1000;1114;1030;1046;1082;906;654;USC00048163;40.0331;-124.0728;75;CA
USC00048163;1988;694;729;645;752;872;1038;1084;1042;980;984;806;653;USC00048163;40.0331;-124.0728;75;CA
USC00048163;1989;523;411;675;877;909;1061;1097;1053;935;904;918;728;USC00048163;40.0331;-124.0728;75;CA
USC00048163;1990;660;404;616;863;921;1017;1145;1298;1236;1049;785;534;USC00048163;40.0331;-124.0728;75;CA
USC00048163;1991;648;792;561;687;798;987;1084;1149;1134;1220;909;721;USC00048163;40.0331;-124.0728;75;CA
USC00048163;1992;791;901;877;901;1025;1076;1160;1050;1111;1160;878;720;USC00048163;40.0331;-124.0728;75;CA
USC00048163;1993;651;805;932;829;1039;1153;1100;1272;1046;1150;799;724;USC00048163;40.0331;-124.0728;75;CA
USC00048163;1994;764;707;755;833;972;1030;1047;1025;1203;1008;742;681;USC00048163;40.0331;-124.0728;75;CA
USC00048163;1995;882;795;781;816;924;1073;1315;1217;1223;1128;977;943;USC00048163;40.0331;-124.0728;75;CA
USC00048163;1996;823;863;853;897;957;1056;1096;1111;1135;1072;956;917;USC00048163;40.0331;-124.0728;75;CA
USC00048163;1997;807;844;859;798;1080;1099;1229;1289;1400;1139;1072;815;USC00048163;40.0331;-124.0728;75;CA
USC00048163;1998;935;746;808;782;941;1154;1170;1158;1169;1116;899;723;USC00048163;40.0331;-124.0728;75;CA
USC00048163;1999;779;614;621;730;810;1013;1060;1251;1125;1001;1001;793;USC00048163;40.0331;-124.0728;75;CA
USC00048163;2000;789;857;771;900;1040;1033;1118;1194;1288;990;805;881;USC00048163;40.0331;-124.0728;75;CA
USC00048163;2001;732;711;847;654;1057;1096;1105;1151;1051;1119;888;806;USC00048163;40.0331;-124.0728;75;CA
USC00048163;2002;639;799;731;807;907;1032;1134;1120;1158;1088;1024;863;USC00048163;40.0331;-124.0728;75;CA
USC00048163;2003;999;823;865;732;953;1162;1149;1284;1290;1166;763;813;USC00048163;40.0331;-124.0728;75;CA
USC00048163;2004;810;790;935;919;1033;1150;1129;1187;1304;1002;909;764;USC00048163;40.0331;-124.0728;75;CA
USC00048163;2005;696;884;879;755;1015;1095;1163;1004;1020;973;849;839;USC00048163;40.0331;-124.0728;75;CA
USC00048163;2006;745;755;537;796;925;1130;1177;1074;1039;998;895;746;USC00048163;40.0331;-124.0728;75;CA
USC00048163;2007;588;837;807;733;889;1071;1228;1223;1203;1015;917;693;USC00048163;40.0331;-124.0728;75;CA
USC00048163;2008;567;723;690;697;800;1073;1120;1135;1155;1109;976;700;USC00048163;40.0331;-124.0728;75;CA
USC00048163;2009;579;831;746;779;928;1130;1090;1190;1198;1100;852;748;USC00048163;40.0331;-124.0728;75;CA
USC00048163;2010;876;852;700;726;881;1084;1053;1060;1109;1164;839;827;USC00048163;40.0331;-124.0728;75;CA
USC00048207;1981;-45;-31;76;319;646;1149;1207;1232;993;338;295;148;USC00048207;39.5678;-120.6228;1292.4;CA
USC00048207;1982;-209;-69;57;30;632;845;1117;1108;786;386;-132;-153;USC00048207;39.5678;-120.6228;1292.4;CA
USC00048207;1983;-25;-45;35;17;536;750;877;1101;937;542;38;-104;USC00048207;39.5678;-120.6228;1292.4;CA
USC00048207;1984;13;-114;176;74;704;929;1442;1186;1085;317;78;-187;USC00048207;39.5678;-120.6228;1292.4;CA
USC00048207;1985;137;-67;-76;459;495;1156;1372;1091;816;507;-51;173;USC00048207;39.5678;-120.6228;1292.4;CA
USC00048207;1986;183;189;383;318;613;1053;1159;1294;707;568;185;30;USC00048207;39.5678;-120.6228;1292.4;CA
USC00048207;1987;-231;-10;47;491;741;1132;987;1306;1089;882;163;-201;USC00048207;39.5678;-120.6228;1292.4;CA
USC00048207;1988;-83;136;132;330;390;951;1440;1362;1076;894;138;-90;USC00048207;39.5678;-120.6228;1292.4;CA
USC00048207;1989;-203;-316;79;431;528;961;1053;1039;903;476;275;113;USC00048207;39.5678;-120.6228;1292.4;CA
USC00048207;1990;-139;-349;94;528;562;757;1302;1161;938;506;8;-507;USC00048207;39.5678;-120.6228;1292.4;CA
USC00048207;1991;-209;110;-252;-13;262;673;1280;1021;1092;875;210;-63;USC00048207;39.5678;-120.6228;1292.4;CA
USC00048207;1992;-126;105;142;429;866;951;1115;1332;983;712;160;-233;USC00048207;39.5678;-120.6228;1292.4;CA
USC00048207;1993;-339;-133;196;131;421;639;846;1019;943;605;70;-102;USC00048207;39.5678;-120.6228;1292.4;CA
USC00048207;1994;-25;-203;165;226;433;727;1254;1020;804;338;-230;-167;USC00048207;39.5678;-120.6228;1292.4;CA
USC00048207;1995;-33;99;132;82;339;567;1165;1164;1029;656;352;100;USC00048207;39.5678;-120.6228;1292.4;CA
USC00048207;1996;21;65;100;223;587;963;1378;1248;788;437;227;112;USC00048207;39.5678;-120.6228;1292.4;CA
USC00048207;1997;-100;-14;45;230;754;788;1199;1062;911;304;206;-107;USC00048207;39.5678;-120.6228;1292.4;CA
USC00048207;1998;-121;-112;71;98;180;799;1302;1248;992;353;-53;-278;USC00048207;39.5678;-120.6228;1292.4;CA
USC00048207;1999;-69;-179;-191;26;455;809;1015;1019;1068;742;251;100;USC00048207;39.5678;-120.6228;1292.4;CA
USC00048207;2000;-35;21;50;268;514;1005;1118;1270;954;436;-124;146;USC00048207;39.5678;-120.6228;1292.4;CA
USC00048207;2001;-126;-169;239;26;1074;915;1173;1280;1089;832;233;-171;USC00048207;39.5678;-120.6228;1292.4;CA
USC00048207;2002;-223;-20;43;250;456;1071;1329;1173;1021;474;204;-69;USC00048207;39.5678;-120.6228;1292.4;CA
USC00048207;2003;31;-60;186;-43;544;1093;1453;1212;1128;829;-44;-53;USC00048207;39.5678;-120.6228;1292.4;CA
USC00048207;2004;-183;-116;388;275;606;1036;1295;1286;952;522;65;80;USC00048207;39.5678;-120.6228;1292.4;CA
USC00048207;2005;-86;58;165;79;498;506;1392;1326;848;503;240;152;USC00048207;39.5678;-120.6228;1292.4;CA
USC00048207;2006;-96;-47;-52;143;706;1137;1446;1143;979;508;144;-19;USC00048207;39.5678;-120.6228;1292.4;CA
USC00048207;2007;-220;3;238;185;760;997;1446;1317;938;408;225;-152;USC00048207;39.5678;-120.6228;1292.4;CA
USC00048207;2008;-185;-139;149;6;744;805;1245;1376;1101;568;321;-312;USC00048207;39.5678;-120.6228;1292.4;CA
USC00048207;2009;-76;-97;46;73;841;1021;1260;1227;1143;298;118;-233;USC00048207;39.5678;-120.6228;1292.4;CA
USC00048207;2010;30;-31;45;-37;355;950;1223;1122;1000;681;3;-12;USC00048207;39.5678;-120.6228;1292.4;CA
USC00048273;1981;613;467;296;660;768;1324;1277;1405;1409;869;501;547;USC00048273;37.3133;-122.185;691.9;CA
USC00048273;1982;205;419;365;497;964;761;1275;1308;1206;972;519;305;USC00048273;37.3133;-122.185;691.9;CA
USC00048273;1983;525;490;565;392;1036;1002;1298;1377;1430;1032;762;454;USC00048273;37.3133;-122.185;691.9;CA
USC00048273;1984;462;288;467;526;1269;1025;1672;1436;1557;864;575;245;USC00048273;37.3133;-122.185;691.9;CA
USC00048273;1985;312;313;235;685;622;1351;1602;1270;1006;960;638;500;USC00048273;37.3133;-122.185;691.9;CA
USC00048273;1986;638;585;658;533;907;1184;1350;1411;1018;1008;639;417;USC00048273;37.3133;-122.185;691.9;CA
USC00048273;1987;276;388;334;677;1057;1105;1074;1343;1420;1182;707;326;USC00048273;37.3133;-122.185;691.9;CA
USC00048273;1988;355;495;386;618;703;797;1780;1426;1376;1212;700;410;USC00048273;37.3133;-122.185;691.9;CA
USC00048273;1989;220;78;803;814;879;1042;1232;1238;1133;974;585;510;USC00048273;37.3133;-122.185;691.9;CA
USC00048273;1990;368;195;559;663;735;713;1563;1340;1291;1110;570;46;USC00048273;37.3133;-122.185;691.9;CA
USC00048273;1991;347;574;195;551;624;666;1588;1314;1583;1228;702;464;USC00048273;37.3133;-122.185;691.9;CA
USC00048273;1992;344;627;562;731;1223;968;1444;1489;1321;1091;690;277;USC00048273;37.3133;-122.185;691.9;CA
USC00048273;1993;298;479;696;666;747;843;1428;1328;1398;1076;612;349;USC00048273;37.3133;-122.185;691.9;CA
USC00048273;1994;461;253;703;719;782;929;1220;1422;1250;930;441;238;USC00048273;37.3133;-122.185;691.9;CA
USC00048273;1995;424;563;525;600;712;940;1452;1414;1291;1113;723;611;USC00048273;37.3133;-122.185;691.9;CA
USC00048273;1996;515;668;520;564;882;1024;1641;1494;1308;958;667;528;USC00048273;37.3133;-122.185;691.9;CA
USC00048273;1997;400;402;606;460;1158;1040;1380;1348;1263;858;793;418;USC00048273;37.3133;-122.185;691.9;CA
USC00048273;1998;523;349;453;447;596;853;1414;1836;1382;863;552;162;USC00048273;37.3133;-122.185;691.9;CA
USC00048273;1999;452;233;224;498;590;1003;1192;1283;1667;1162;767;539;USC00048273;37.3133;-122.185;691.9;CA
USC00048273;2000;446;494;464;655;916;1338;1222;1421;1328;932;435;636;USC00048273;37.3133;-122.185;691.9;CA
USC00048273;2001;408;244;662;300;1376;1259;1344;1370;1396;1193;782;390;USC00048273;37.3133;-122.185;691.9;CA
USC00048273;2002;282;445;372;523;881;1030;1473;1460;1563;1064;882;496;USC00048273;37.3133;-122.185;691.9;CA
USC00048273;2003;724;412;478;359;813;1088;1764;1371;1421;1212;471;479;USC00048273;37.3133;-122.185;691.9;CA
USC00048273;2004;374;339;849;780;848;980;1263;1418;1431;922;549;533;USC00048273;37.3133;-122.185;691.9;CA
USC00048273;2005;507;536;659;446;842;839;1793;1638;1076;978;691;578;USC00048273;37.3133;-122.185;691.9;CA
USC00048273;2006;387;481;213;498;1081;1261;1761;1306;1287;967;632;498;USC00048273;37.3133;-122.185;691.9;CA
USC00048273;2007;246;401;656;602;765;1081;1329;1495;1017;825;762;283;USC00048273;37.3133;-122.185;691.9;CA
USC00048273;2008;236;464;406;480;904;1248;1494;1563;1391;1168;819;321;USC00048273;37.3133;-122.185;691.9;CA
USC00048273;2009;607;456;375;456;1095;925;1336;1507;1615;939;641;371;USC00048273;37.3133;-122.185;691.9;CA
USC00048273;2010;627;528;459;417;575;1106;1357;1272;1408;966;466;610;USC00048273;37.3133;-122.185;691.9;CA
USC00048351;1981;450;409;429;520;719;1316;900;999;935;592;853;496;USC00048351;38.2994;-122.4622;29.6;CA
USC00048351;1982;68;414;394;434;656;844;914;875;936;595;180;196;USC00048351;38.2994;-122.4622;29.6;CA
USC00048351;1983;269;579;612;444;653;946;1041;1203;1196;883;639;617;USC00048351;38.2994;-122.4622;29.6;CA
USC00048351;1984;264;290;541;434;869;843;1129;989;1008;689;422;87;USC00048351;38.2994;-122.4622;29.6;CA
