id,gen,feb,mar,apr,mag,giu,lug,ago,sett,ott,nov,dic,_LATITUDE,_LONGITUDE,_ELEVATION,_STATE
USC00047821,90.06,86.15,65.35,15.83,23.84,4.88,0.41,1.49,1.26,12.89,34.97,62.59,37.3592,-121.9239,15.5,CA
USC00047846,67.35,66.51,44.99,10.4,27.39,0.61,0.21,0.18,0.28,9.13,23.24,35.36,37.0533,-121.0578,84.4,CA
USC00047851,155.72,148.6,115.47,23.85,19.71,4.42,1.24,0.21,8.48,13.89,45.44,88.17,35.3039,-120.665,93.9,CA
USC00047874,105.27,81.76,78.32,19.09,11.37,5.73,5.25,1.16,5.62,6.77,23.28,34.39,33.0956,-116.9975,128,CA
USC00047880,222.56,194.55,102.46,35.28,38.09,5.33,0,3.46,0.72,25.06,101.35,150.99,37.9983,-122.5372,36.6,CA
USC00047888,104.83,107.93,72.41,10.29,9.39,4.99,0.68,0,3.33,6.16,20.52,52.21,33.7442,-117.8667,41.1,CA
USC00047902,146.4,152.78,90.32,8.36,13.81,4.37,1.03,0.67,0.95,15.08,28.12,74.53,34.4167,-119.6844,1.5,CA
USC00047916,189.88,162.93,97.36,38.72,37.64,8.33,0.05,1.31,1.07,22.54,81.91,116.65,36.9906,-121.9911,39.6,CA
USC00047953,102.96,96.92,59.65,10.93,10.37,1.63,0.59,0.23,0.48,6.79,17.87,50.02,34.0075,-118.4997,4.3,CA
USC00047957,116.78,163.5,78.87,7.97,14.9,3.92,0.74,0,0.85,15.8,23.69,67.49,34.3119,-119.1331,72.2,CA
USC00047965,181.8,150.96,110.84,41.18,46.49,9.55,0.05,2.7,2.18,34.37,75.47,116.83,38.4381,-122.6978,53,CA
USC00048045,252.61,176.16,155.98,82.3,64.61,15.52,5.1,3.81,5.7,43.24,117.67,214.39,40.4831,-124.1036,41.5,CA
USC00048135,322.71,267.45,252.06,101.65,108.05,57.92,1.2,5.58,8.61,49.86,146.38,249.34,40.7142,-122.4161,327.7,CA
USC00048163,302.22,182.97,184.34,116.88,103.72,32.2,5.1,14.87,12.18,77.72,142.83,302.28,40.0331,-124.0728,75,CA
USC00048200,19.37,32.76,22.82,1.6,6.51,1.66,8.54,2.29,8.59,2.03,3.13,11.74,35.9717,-116.2708,471.2,CA
USC00048207,341.43,286.57,226.12,93.64,108.12,32.01,3.42,6.14,20.43,77.39,149.7,242.85,39.5678,-120.6228,1292.4,CA
USC00048351,190.51,150.46,104.37,32.52,42.69,9.76,0.08,3.56,1.31,37.16,73.24,126.24,38.2994,-122.4622,29.6,CA
USC00048353,192.82,129.67,138.05,57.61,54.31,14.35,1.59,0.34,3.18,37.95,68.76,123.63,37.9672,-120.3872,510.5,CA
USC00048380,240.68,188.4,155.7,59.34,60.21,21.51,1.1,0.31,11.77,38.26,83.27,152.74,37.5072,-119.6331,1538.3,CA
USC00048490,434.67,235.34,219.37,128.35,97.37,24.65,9.22,3.7,7.32,74.06,166.09,322.46,39.8778,-123.7275,260,CA
USC00048560,99.81,85.15,64.29,20.47,26.87,3.97,0.08,0.41,0.89,22.83,41.08,62.54,37.9994,-121.3178,3.7,CA
USC00048587,145.38,113.29,76.28,25.22,36.44,17.97,2.69,2.06,1.18,18.26,44.45,73.06,39.5858,-122.5339,243.8,CA
USC00048606,456.13,306.65,291.68,133.82,136.24,46.34,0.65,4.88,8.07,76.22,182.7,357.73,39.5631,-121.1078,1160.7,CA
USC00048655,85.61,113.25,51.78,11.07,14.62,2.63,0.71,6.75,1.77,5.54,14.55,24.84,33.7156,-117.19,432.8,CA
USC00048702,59.34,35.06,39.57,9.36,26.19,19.06,7.65,2.83,7.01,17.69,30.35,35.5,40.4167,-120.6631,1275.3,CA
USC00048752,28.92,49.8,37.45,7.52,17.42,1.4,2.09,0.09,2.27,4.8,11.08,17.95,35.1503,-119.43,235.6,CA
USC00048758,190.57,137.78,132.29,42.5,44.41,23.07,6.05,8.41,13.35,33.81,78.89,137.76,39.1678,-120.1428,1898.9,CA
USC00048826,59.36,65.38,60.54,14.65,17.18,2.55,2.11,1.69,0.91,13.68,20.67,37.34,35.1333,-118.45,1224.4,CA
USC00048873,34.96,18.86,28.53,18.99,36,26.37,10.76,1.51,5.74,12.64,20.3,32.76,40.8667,-120.4333,1615.4,CA
USC00048917,125.94,98.93,119.37,36.51,32.66,12.3,5.33,0,4.31,25.38,48.75,74.74,36.465,-118.8619,347.5,CA
USC00048928,283.14,174.59,187.16,75.26,87.43,25.72,1.52,0.16,6.92,56.82,98.24,218.1,38.4461,-120.4992,717.8,CA
USC00049001,71.3,63.96,45.25,14.51,24.59,3.14,0.25,0.51,0.7,11.27,31.55,46.08,37.7967,-121.5828,18.6,CA
USC00049026,183.38,121.9,108.1,52.23,66.55,24.99,5.82,4.93,4.97,34.65,78.77,134.51,40.7264,-122.7947,567.2,CA
USC00049035,18.58,29.64,16.06,0.82,2.07,1.3,0.86,0.33,5.36,1.43,4.1,9.02,35.7636,-117.3908,516.6,CA
USC00049043,156.71,115.96,110.35,40.44,44.72,23.15,6.58,9.49,20.2,30.13,64.33,122.95,39.3331,-120.173,1774.9,CA
USC00049053,42.98,25.16,32.57,23.37,35.08,29.32,7.69,8.96,8.63,14.24,26.86,35.28,41.96,-121.4744,1229.9,CA
USC00049073,78.8,69.97,52.25,15.79,25.53,2.92,0.13,0.03,0.09,13.17,22.64,46.81,37.5006,-120.855,35.1,CA
USC00049087,102.98,112,76.42,14.36,10.81,6.29,0.42,0.16,4.87,6.98,30.47,51.9,33.7025,-117.7539,71.6,CA
USC00049099,17.72,16.66,14.02,2.13,3.08,0.42,10.42,11.09,13.77,2.99,2.22,9.63,34.1281,-116.0369,602,CA
USC00049105,217.92,181.93,167.07,75.25,82.37,34.64,9.01,17.06,23.45,58.31,119.38,154.28,38.7086,-120.0403,2438.4,CA
USC00049111,125.82,109.8,97.22,16.56,15.12,4.03,1.17,0.34,4.25,13.58,25.91,61.38,34.9881,-120.3211,177.4,CA
USC00049122,242.37,171.28,144.95,49.92,59.16,11.71,0.18,2.29,5.49,36.78,92.3,174.89,39.1467,-123.2103,193.9,CA
USC00049152,135.07,167.18,87.1,11.97,14.61,4.89,0.85,0.17,1.03,10.03,23.59,65.46,34.0697,-118.4428,131.1,CA
USC00049200,171.91,128.86,84.81,16.62,33.77,5.59,0,0.51,1.3,21.49,60.26,114.94,38.3956,-121.9608,33.5,CA
USC00049325,34.63,38.7,29.58,2.67,6.65,2.47,2.53,5.6,7.75,2.77,5.49,25.21,34.535,-117.3058,871.1,CA
USC00049351,71.63,39.49,50.21,19.24,28.36,20.79,13.12,7.01,15.09,15.96,24.86,54.27,39.8056,-120.1858,1508.8,CA
USC00049367,60.59,42.97,61.78,13.53,12.3,5.7,0,0,4.21,14.14,25.73,44.48,36.3283,-119.2992,99.1,CA
USC00049378,105.38,88.15,77.78,15.9,8.04,4.89,2.67,1.46,3.78,5.92,22,26.21,33.2294,-117.2269,155.4,CA
USC00049440,275.46,210.18,173.17,50.12,55.11,9.97,0,3.23,2.11,27.48,107.31,194.77,38.7161,-122.9975,68.3,CA
USC00049452,35.57,44.16,44.17,6.23,9.59,6.02,0.15,0.28,0.76,9.66,15.95,26.27,35.5892,-119.3519,88.7,CA
USC00049473,136.39,126.23,89.66,29.84,26.76,3.6,0.18,0.61,1.33,15.55,61.08,102.05,36.9308,-121.7692,29,CA
USC00049490,181.33,118.05,121.77,61.94,62.92,24.71,5.15,3.75,4.91,38.88,96.58,168.92,40.7222,-122.9331,599.8,CA
USC00049621,346.52,265.5,255.7,92.31,118.25,44.88,1.75,2.99,7.9,46.69,155.13,244.31,40.6117,-122.5281,394.7,CA
USC00049671,25.38,39.78,25.19,2.4,9.7,4.32,9.24,2.05,6.53,5.85,6.83,17.62,36.2656,-117.1853,1249.7,CA
USC00049684,315.34,180.46,155.34,68.22,73.04,18.76,1.89,2.9,5.73,47.59,131.54,225.35,39.4194,-123.3425,412.4,CA
USC00049742,155.59,126.69,86.14,20.31,33.42,5.26,0,0.82,1.09,17.56,52.49,99.45,38.5228,-121.9683,41.1,CA
USC00049781,140.13,119.15,72.46,20,26.92,5.44,0,0.56,1.68,19.82,40.9,80.11,38.6828,-121.7942,21,CA
USC00049792,183.52,150.75,92.34,31.18,32,6.99,0,4.28,0.13,23.73,77.02,126.49,37.4286,-122.2567,115.8,CA
USC00049822,137.35,158.81,83.6,9.62,27.55,2.71,10.29,8.82,7.01,20.33,26.92,84.15,34.3617,-117.6386,1828.8,CA
USC00049855,207.16,156.94,156.95,52.48,54.21,19.89,16.54,1.7,12.41,46.13,95.07,119,37.75,-119.5897,1224.7,CA
USC00049866,96.94,39.21,43.77,33.53,45.83,31.41,17.64,9.45,15.24,20.21,60.27,79.45,41.7036,-122.6408,800.1,CA
USW00003102,105.36,102.82,60.89,12.87,7.34,4.35,0.41,2.93,0.77,8.68,14.83,45.83,34.0561,-117.6003,289.3,CA
USW00003104,22.5,18.93,13.66,1.18,0.59,0.59,3.99,2.45,9.52,1.58,1.62,6.4,33.6267,-116.1594,-36,CA
USW00003122,113.89,105.25,73.11,10.24,7.56,3,2.01,0,1.12,7.1,18.95,54.67,33.8017,-118.3411,27.4,CA
USW00003131,90.92,67.53,64.7,15.11,4.93,6.03,6.89,0.03,3.95,6.03,17.61,28.71,32.8158,-117.1394,127.1,CA
USW00003159,47.28,57.53,36.42,3.12,2.96,2.62,0.63,0.44,4.3,5.83,6.79,25.82,34.7411,-118.2117,712.6,CA
USW00003164,115.75,96.77,92.14,16.68,7.41,4.18,4.21,11.25,8.7,7.89,17.84,46.94,32.6233,-116.4728,801.6,CA
USW00003166,91.87,106.59,61.89,9.9,6.94,4.6,5.33,0,2.48,5.59,15.54,45.05,33.8719,-117.9789,29.3,CA
USW00003167,90.49,93.71,62.39,8.79,10.98,3.04,0,0,3.05,5.92,19.18,50,33.9228,-118.3342,19.2,CA
USW00003171,63.49,94.54,47.93,13.85,1.74,3.7,0.22,0.1,0,4.6,13.67,21.74,33.9519,-117.4386,245.4,CA
USW00003177,67.66,64.83,32.74,11.17,8.02,4.84,1.62,0.5,1.66,5.96,21.44,23.2,33.1281,-117.2794,100,CA
USW00003178,71.98,71.62,59.06,16.5,5.15,4.74,1.41,0.49,3.81,6.76,16.26,39.15,32.5722,-116.9794,157,CA
USW00003179,83.93,98.42,50.8,7.52,3.07,4.15,0.76,0.08,1.14,10.92,10.84,19.82,33.9753,-117.6361,198.1,CA
USW00023110,44.86,38.07,47.49,7.74,14.04,1.48,0.03,0,2.37,13.09,8.96,24.05,36.3333,-119.95,70.7,CA
USW00023129,95.59,96.04,62.67,8.57,7.89,3.55,0.63,0.03,1.25,5.92,18.49,47.48,33.8117,-118.1464,9.4,CA
USW00023130,91,129.31,66.61,7.86,12.88,4.85,0.03,0.04,1.17,5.8,13.05,38.28,34.2097,-118.4892,234.7,CA
USW00023136,94.74,83.45,75.76,10.33,12.86,3,0,0,4.87,7.19,20.22,39.02,34.2167,-119.0833,23.5,CA
USW00023152,112.81,145.32,97.69,15.08,16.68,4.73,0.66,1.39,0.82,10.13,18.15,59.34,34.2006,-118.3575,225.9,CA
USW00023155,31.78,41.03,41.34,7.88,5.95,2.47,0.08,0.03,1.31,7.46,13.35,26.29,35.4344,-119.0542,149,CA
USW00023156,138.2,137.22,95.61,16.11,21.09,8.28,5.59,8.83,15.96,13.61,24.43,41.57,33.9286,-116.9814,789.7,CA
USW00023157,24.58,29.36,22.92,3.66,5.53,6.23,2.45,1.41,5.98,6.25,3.14,11.19,37.3711,-118.3581,1250.3,CA
USW00023158,17.91,21.5,16.1,1.17,1.03,0,4.15,14.46,13.08,1.3,3.06,12.82,33.6186,-114.7142,120.4,CA
USW00023161,19.57,21.95,15.03,1.16,1.07,0.83,10.42,3.47,11.92,2.37,2.77,10.93,34.8536,-116.7858,584.3,CA
USW00023174,98.12,97.34,56.92,7.92,10.35,3.63,1.39,0.05,0.95,5.75,21.01,52.46,33.9381,-118.3889,29.6,CA
USW00023179,25.19,23.42,20.87,1.99,5.23,0.43,4.37,4.94,18.93,2.97,5.78,11.6,34.7675,-114.6189,271.3,CA
USW00023182,29.04,61.29,40.37,2.38,4.38,5.2,1.24,1.38,2.77,4.95,5.29,15.73,34.6294,-118.0836,769.3,CA
USW00023187,74.09,100.29,65.39,8.12,10.71,4.78,0.57,0.58,4.92,5.66,18.43,60.33,34.7436,-118.7242,1374.6,CA
USW00023188,77.36,63.99,60.09,12.04,4.9,4.79,1.72,0.22,3.03,5.46,14.78,25.32,32.7336,-117.1831,4.6,CA
USW00023190,104.02,130.91,92.78,8.52,15.49,2.69,1.74,0.64,1.57,6.83,26.3,73.07,34.4258,-119.8425,2.7,CA
USW00023213,209.85,147.36,121.56,42.9,48.1,9.95,0.03,0,1.88,31.96,85.07,118.3,38.5039,-122.8103,34.7,CA
USW00023225,336.69,238.83,217.91,117.81,125.51,52.86,2.49,7.02,9.5,62.04,148.2,252.49,39.2775,-120.7103,1608.1,CA
USW00023230,107.67,98.07,72.15,18.01,28.43,11.41,0.02,1.67,2.09,19.08,48.88,83.17,37.7214,-122.2208,1.8,CA
USW00023232,116.57,90.14,61.58,18.3,26.31,9.1,0,1.17,1.13,14.88,39.03,71,38.5069,-121.495,4.6,CA
USW00023233,85.83,72.08,57.88,17.43,17.08,2.6,0,0.44,0.81,8.07,33.89,49.52,36.6636,-121.6081,22.6,CA
USW00023234,128.64,108.7,69.92,20.2,21.83,3.98,0.03,2.57,1.09,15.04,49.04,85,37.6197,-122.3647,2.4,CA
USW00023237,77.83,72.57,51.33,19.08,27.72,2.96,0.05,0.23,0.61,14.66,34.83,46.76,37.8892,-121.2258,7.9,CA
USW00023239,126.98,103.61,65.36,22.23,31.97,5.38,0.11,1.99,1.58,19.11,56.01,82.79,37.7333,-122.3167,4.9,CA
USW00023244,78.81,85.93,58.72,16.22,21.77,3.97,0.46,2.07,0.96,10.29,39.03,62.74,37.4058,-122.0481,11.9,CA
USW00023254,102.27,83.6,58.26,15.13,20.04,4.77,0,0,0.78,14.35,32.96,73.82,37.9917,-122.055,5.5,CA
USW00023257,85.87,63.33,54.21,17.27,36.95,0,0,0,0.84,24.35,24.3,40.67,37.2847,-120.5128,46.3,CA
USW00023258,77.73,70.12,48.22,15.85,30.93,4.09,0.1,0.4,0.21,12.96,23.93,45.32,37.6242,-120.9506,22.3,CA
USW00023259,100.86,77.85,62.91,13.79,22.29,3.88,1.08,0.1,1.08,9.77,40.92,79.37,36.5881,-121.8453,50.3,CA
USW00023271,125.77,95.96,70.49,23.32,31.42,7.82,0.03,0.57,1.35,15.8,44.97,75.67,38.5556,-121.4169,11.6,CA
USW00023272,138.85,107.18,69.09,24.03,29.9,4.74,0.03,3.11,1.31,18.79,75.89,89.4,37.7706,-122.4269,45.7,CA
USW00023273,86.22,96.08,76.34,12.89,13.19,2.69,2.06,0.24,3.88,8.8,29.05,44.48,34.8994,-120.4486,73.8,CA
USW00023277,109.5,109.86,74.42,16.75,21.87,6.42,0.17,7.67,1.55,14.18,49.45,68.59,36.9358,-121.7886,48.8,CA
USW00023285,89.81,81.39,55.17,17.65,25.26,3.24,0,0.28,3.03,15.83,41.46,64.5,37.6928,-121.8144,119.8,CA
USW00023293,92.61,76.08,50.85,19.34,15.99,4.65,0.27,2.45,1.26,14.35,36.42,51.56,37.3592,-121.9239,15.5,CA
USW00024213,179.83,127.35,116.38,83.85,48.68,18.47,5.94,6.89,11.87,40.16,116.11,182.11,40.8097,-124.1603,6.1,CA
USW00024215,225.04,164,152.79,61.57,84.35,39.03,6.89,9.85,10.13,29.15,100.09,171.9,41.3325,-122.3328,1077.5,CA
USW00024216,164.94,124.38,89.12,34,48.88,14.44,2.02,4.3,2.33,21.64,54.64,86.71,40.1519,-122.2536,107.6,CA
USW00024257,201.08,143.97,121.35,52.52,76.81,22.79,2.54,6.8,9.15,48,78.78,124.99,40.5175,-122.2986,151.5,CA
USW00024283,186.57,151.36,128.14,84.77,64.21,25.35,5.92,11.64,10.55,50.67,132.33,196.9,40.9781,-124.1086,61,CA
USW00053119,34.62,41.92,50.93,13.34,26.75,21.02,0,0.03,2.47,10.63,19.15,30,36.3189,-119.6289,75.9,CA
USW00053120,82.22,104.89,80.02,22.66,10.27,6.82,8.84,5.31,3.37,9.46,24.52,55.44,33.0375,-116.9158,424.6,CA
USW00093101,104.33,120.74,81.52,10.47,7.95,6.46,0.92,0.08,2.25,5.83,24.89,54.95,33.6667,-117.7333,116.1,CA
USW00093107,73.26,77.86,60.1,14.92,6.64,3.14,2.34,0.28,4.49,7.12,18.84,27.94,32.8667,-117.1333,145.4,CA
USW00093110,91.08,119.56,98.18,8.85,16.76,2.54,1.41,2.84,5.17,5.57,24.78,52.16,34.2008,-119.2069,11,CA
USW00093111,89.78,108.69,67.57,8.12,8.85,2.66,0.17,0.16,1.78,6.15,20.48,49.67,34.1167,-119.1167,4,CA
USW00093112,64.45,56.61,58.41,11.23,4.61,3.96,0.91,0.41,3.05,6.34,15.14,23.2,32.7,-117.2,7.9,CA
USW00093114,94.9,100.03,62.32,11.55,7.37,5.37,0.89,0,3.71,4.25,15.4,40.39,33.7,-117.8333,18,CA
USW00093134,105.9,114.39,78.76,10.24,12.29,3.62,0.59,0.05,1.4,6.31,16.59,47.09,34.0511,-118.2353,70.1,CA
USW00093138,36.86,36.13,17.58,2,1.66,0,7.69,2.36,4.25,3.4,2.26,21.14,33.8281,-116.5053,128.3,CA
USW00093184,91.08,83.31,48.87,6.97,7.69,0.2,0.51,0.74,2.7,9.22,19.94,36.15,33.68,-117.8664,16.5,CA
USW00093193,65.18,53.39,59.13,15.73,15.68,10.9,0.59,0,1.65,15.61,21.03,37.89,36.78,-119.7194,101.5,CA
USW00093206,111.81,138.03,93.37,21.49,13.17,1.98,2.06,4.13,4.36,12.42,30.1,70.52,35.2372,-120.6414,61,CA
USW00093209,93.44,80.82,81.45,6.35,11.67,1.28,0,0,4.5,10.99,20.2,46.61,35.6697,-120.6283,246.9,CA
USW00093210,159.88,118.95,78.6,40.16,35.43,9.08,1.07,2.17,2.57,36.45,71.33,106.07,39.49,-121.6183,57.9,CA
USW00093225,121.61,106.16,65.52,19.56,21,6.56,0,0,0.78,13,50.87,69.97,38.6956,-121.5897,7,CA
USW00093227,135.08,103.37,56.28,15.43,35.21,10.04,0,0.03,1.36,18.21,57.79,87.14,38.2103,-122.2847,4.3,CA
USW00093228,102.23,92,64.42,20.25,20.58,6.94,0,5.4,1.47,15.51,43.57,67.94,37.6542,-122.115,13.1,CA
USW00094299,31.81,25.95,50.94,43.54,32.32,28.07,5.63,6.11,10.13,27.5,33.66,31.97,41.4914,-120.5644,1333.5,CA
